bin	wt_mean_fpkm
171	1134.676966333334
172	532.7887613333332
173	205.2373463333333
174	2637.0588359999965
175	2287.87836966667
176	82.74058199999997
177	879.6450906666668
178	105.34958
179	2945.3355670000005
180	866.6330069999998
181	582.7623686666676
182	11750.9228696667
183	641.6191266666665
184	557.198761
185	748.5933393333332
186	5496.19824566667
187	799.9134929999996
188	132.99929400000002
189	549.204869666667
190	648.938390333334
191	9242.994313333338
192	1551.0627469999972
193	3036.0258306666633
194	299.23961833333306
195	194.627361
196	115.547119
197	3098.7852760000033
198	272.2639869999999
199	311.9393400000003
200	1787.2648140000028
201	1760.3027883333332
202	822.7027050000006
203	752.8771736666667
204	395.71373466666705
205	668.8840713333329
206	3108.757499666664
207	1573.4393526666663
208	135.23065233333324
209	449.500410666666
210	388.06871633333367
211	1400.7094440000033
212	67.24053066666663
213	748.8865530000002
214	616.6425653333329
215	3239.671972333333
216	918.0847363333331
217	4469.305373999997
218	1357.042415666667
219	134.17522266666668
220	141.96734066666673
221	174.96965366666666
222	314.42847333333305
223	604.2000053333336
224	6776.915710333336
225	413.74294699999973
226	4515.471006000004
227	734.1275159999997
228	2241.4499473333344
229	498.7133913333337
230	226.0374313333337
231	4063.8399473333334
232	607.7795029999996
233	183.8683383333333
234	3286.7670103333335
235	358.2155233333334
236	8009.913914999997
237	718.2310476666673
238	3170.630890333333
239	779.0775723333334
240	183.94431433333338
241	2694.5224090000006
242	243.70013333333338
243	400.66309366666627
244	701.6856726666676
245	301.6902323333335
246	184.6330096666666
247	103.0270073333333
248	356.9877449999999
249	577.7797603333333
250	4305.859973999999
251	601.6955510000004
252	134.612005
253	5833.436612333337
254	209.18719100000033
255	379.9641393333334
256	920.361170666667
257	4227.48412333333
258	77.56835699999999
259	832.117467
260	1682.2570639999967
261	914.350975333333
262	983.6319979999996
263	15691.397139666633
264	1456.578460666666
265	298.6210873333333
266	160.1829443333333
267	858.969922333333
268	739.7082619999998
269	4452.183070000005
270	1525.6790696666674
271	115.56357733333328
272	195.95657133333296
273	333.0209620000004
274	1255.681399333334
275	670.0089793333337
276	501.10447466666704
277	955.8418479999993
278	500.9441223333332
279	419.2922569999999
280	427.03822466666634
281	1208.425468333334
282	336.049709
283	427.13481233333357
284	1134.561280333334
285	723.5900726666671
286	898.5105683333327
287	130.16977466666668
288	1229.5668096666675
289	276.31334899999996
290	749.7265159999997
291	1131.4175680000003
292	419.02660600000036
293	48.460206
294	99.02323033333329
295	665.3441993333333
296	283.37212666666704
297	2073.2967746666636
298	3623.4668813333333
299	2362.394036666663
300	544.0543176666667
301	202.6892406666667
302	273.0301276666666
303	183.65448566666672
304	414.3427166666667
305	3233.622925666663
306	1698.34926366667
307	170.34624833333328
308	325.2674963333334
309	366.5257643333327
310	346.008877
311	8978.618223333333
312	899.0589119999996
313	471.0288323333337
314	251.282306666667
315	158.07968599999998
316	448.155759333333
317	4238.206303666663
318	234.4067933333336
319	443.891229333333
320	194.13970266666664
321	2053.3160603333304
322	681.6025036666663
323	1012.0108213333326
324	471.057997333333
325	213.0920660000001
326	1587.3137836666656
327	1018.0462310000003
328	1291.751960666667
329	524.1936903333327
330	193.744732
331	108.780146
332	307.87273700000026
333	374.5897593333333
334	401.5151396666666
335	6251.675536666667
336	206.64889800000037
337	1251.8541073333333
338	242.75724400000001
339	497.5028229999996
340	154.29861400000007
341	159.6181266666667
342	642.0360836666663
343	225.486015666667
344	1179.9228566666666
345	941.4298066666663
346	1659.8323840000012
347	329.6293833333337
348	867.097900666667
349	74.77118133333339
350	180.9652006666667
351	287.7992066666663
352	359.7026059999996
353	264.6423379999996
354	213.68601866666668
355	1441.0709829999996
356	3028.1379243333304
357	129.1572936666666
358	298.5540936666666
359	3674.299771999996
360	408.187984666667
361	1575.7622086666668
362	2045.071304333334
363	1801.8637403333366
364	361.13789466666674
365	832.8991896666661
366	1455.8019853333335
367	2157.8310133333307
368	579.3963253333334
369	664.226910666666
370	268.946567666667
371	610.831577333334
372	496.5485406666663
373	4438.931917666666
374	777.3969546666664
375	83.48979433333336
376	1248.2079306666633
377	880.9596096666673
378	266.462985
379	332.2697370000003
380	155.72899133333334
381	1532.639557333333
382	604.135953333333
383	1118.728276333334
384	497.781378333333
385	1280.006226666667
386	452.84369533333336
387	177.591125
388	107.879451
389	560.6464486666663
390	817.6000966666674
391	1433.7958743333372
392	2683.97144566667
393	1593.1583923333335
394	116.08399966666663
395	710.6651213333338
396	1171.774354666667
397	662.045575
398	2337.111468
399	93.4219286666667
400	948.8485179999996
401	1797.4802740000032
402	5248.244213000004
403	639.0487849999993
404	2921.441139666667
405	5607.026893666664
406	291.568461333333
407	908.8630300000003
408	496.50757166666597
409	1662.5196713333335
410	444.51362833333303
411	9221.996465666656
412	7688.607098999997
413	167.4299466666667
414	856.3895346666666
415	681.0072893333329
416	1148.4844616666674
417	1681.3681823333293
418	448.1381546666664
419	3277.6690530000033
420	356.7674383333333
421	2195.678017333333
422	2162.037015333334
423	5278.688104999994
424	6903.579735999996
425	10762.95752166666
426	4010.0120800000004
427	1982.5459706666636
428	707.321565
429	290.64111266666634
430	1835.7009536666658
431	440.90025099999934
432	1846.2025380000005
433	156.2566763333337
434	717.5812636666667
435	1698.0128143333336
436	184.43849166666638
437	922.2691456666668
438	408.5867176666673
439	292.60816966666687
440	266.2531806666666
441	907.3617743333336
442	243.1599453333333
443	1797.5667863333329
444	547.5792963333333
445	1526.1027256666664
446	3330.2802743333305
447	338.390938
448	618.0948459999996
449	20.95057
450	511.72281633333296
451	2665.2699706666635
452	93.98585166666666
453	112.38660899999991
454	157.35567666666628
455	493.04488766666714
456	224.6615953333333
457	381.56271300000003
458	585.1221133333337
459	338.374247
460	261.21888199999995
461	687.224445333334
462	1144.6271720000002
463	497.38802499999997
464	372.095939
465	1530.8229783333334
466	197.206724333333
467	506.72310999999996
468	7080.103127
469	244.1868743333334
470	1076.831377999999
471	1919.40138033333
472	2640.674916333337
473	734.7854036666664
474	1251.218340333334
475	6161.907346
476	841.9408306666667
477	13973.960825333346
478	534.1571436666663
479	399.7807139999997
480	213.51135166666666
481	1561.6728036666668
482	205.347407
483	767.6107853333334
484	583.544839
485	256.5125590000003
486	124.851272
487	2669.9208759999997
488	1010.8106423333334
489	1521.8942013333337
490	323.2786883333335
491	259.34235466666667
492	1204.605703666663
493	139.0744796666666
494	1004.1662263333334
495	648.653192
496	419.9794516666664
497	106.78952233333334
498	573.4267690000004
499	586.7469690000003
500	128.1219816666667
501	10354.996441000032
502	1067.7660683333338
503	143.216345
504	118.75003066666673
505	4001.928914999993
506	5140.829630333337
507	186.5827903333332
508	472.389996
509	1146.5391646666662
510	826.9470253333343
511	439.6637096666663
512	3471.3748926666667
513	244.268479
514	434.9150330000007
515	7322.855325666667
516	47.659954
517	264.767302666667
518	336.29352133333316
519	1287.1627373333336
520	1266.233045333333
521	276.5284853333336
522	301.3896303333331
523	598.1235790000007
524	382.6891116666663
525	6480.905842666666
526	310.3344919999996
527	270.2513689999997
528	465.58285466666706
529	1735.998474
530	1471.5540413333367
531	1121.1888443333337
532	1874.3520049999988
533	2146.622266333332
534	261.4386090000001
535	185.18485066666665
536	243.2403710000004
537	120.68724833333329
538	482.6243466666673
539	955.0923973333337
540	448.20889966666635
541	621.6879136666663
542	221.4268416666667
543	171.72039
544	4792.6879599999975
545	637.1940076666667
546	11.34926233333333
547	26.541912999999997
548	181.03132100000002
549	67.50304800000004
550	1.78761533333333
551	46.274121666666645
552	51.68346299999997
553	164.33398733333303
554	95.997841
555	234.9963233333336
556	856.900794666667
557	827.7416446666667
558	4241.92813233334
559	929.7295503333338
560	85.77828333333329
561	147.0777740000001
562	273.02316399999995
563	6.25354133333333
564	31.950785666666697
565	34.03065299999997
566	592.0948013333341
567	265.0212643333336
568	196.404713
569	70.20214066666661
570	125.44433766666671
571	879.5027103333333
572	757.0405933333334
573	130.4702043333333
574	183.4682070000004
575	90.33516166666676
576	181.56054999999998
577	2266.622951
578	3623.941579333333
579	723.0464010000004
580	152.90925033333338
581	92.6687063333333
582	368.02057433333397
583	121.63480200000006
584	3199.92848166667
585	73.41570433333337
586	207.0676196666663
587	66.1075933333334
588	2590.91123233333
589	3064.429820000003
590	2379.8813606666604
591	1807.3081993333367
592	1453.8592703333302
593	252.47827733333298
594	2230.7186029999993
595	5859.87431333333
596	492.301692333334
597	143.2139396666666
598	600.9765433333333
599	287.7938923333337
600	196.94868033333302
601	232.2860876666664
602	878.829958333333
603	81.2868313333333
604	899.5928686666667
605	347.0314103333333
606	132.7054026666667
607	154.56860100000011
608	73.50726533333341
609	298.4977393333334
610	235.609986666667
611	911.765843333334
612	181.306167666667
